employee_id,username,password,email,isAdmin,department,team,timeSpent,gender
266,rebecca23,(9k(Hwc0ob,mark88@example.net,False,IT Support,Data Analytics Team,83891,Female
267,irobinson,o3nNNUsQ_x,nicholas05@example.org,False,Data Management,Quality Assurance (QA) Team,68175,Male
268,bharrison,%bC%77ID4),alanyates@example.com,False,Data Management,Quality Assurance (QA) Team,18805,Male
269,andrearoberts,$2OgabG!*L,wrightvictoria@example.org,False,Data Management,DevOps Team,67003,Female
270,douglas53,w!47@WfHa*,tamara09@example.org,True,Software Development,Data Analytics Team,82127,Female
271,ymartinez,PF_2pQo^VO,zimmermanandrew@example.com,False,Software Development,Quality Assurance (QA) Team,72091,Female
272,jeffrey06,^eBtnp%Xe1,bennettlee@example.com,False,IT Support,User Experience (UX) Team,38238,Male
273,zmcknight,V_Si7If@Z!,kayla37@example.org,True,Software Development,Quality Assurance (QA) Team,48737,Female
274,ohill,##1lwJxv2j,morrislaura@example.net,False,Software Development,DevOps Team,83067,Male
275,smithjason,5i4nz2Bt)_,laura50@example.org,False,Network Administration,Technical Support Team,86630,Male
276,rpalmer,C!n2dW^tf$,johnsondominic@example.net,False,Software Development,User Experience (UX) Team,591,Female
277,fpalmer,!jBxJgj(4d,bethanyreed@example.net,False,Software Development,Quality Assurance (QA) Team,69272,Male
278,shannonowens,D!3AVPdldj,ebright@example.net,False,Cloud Services,DevOps Team,56237,Female
279,wandagarcia,(76Try)L!r,peter24@example.com,False,Data Management,Technical Support Team,83766,Female
280,huntsandra,OFHgmD@p)5,linda69@example.org,False,Software Development,DevOps Team,12735,Female
281,lroberts,NfwJZemR@3,kduncan@example.org,False,Data Management,Data Analytics Team,24804,Male
282,barrettkellie,2dCEkU!Z!r,smithsabrina@example.net,False,Data Management,Data Analytics Team,45014,Male
283,stevensdaniel,R*G9N^et&7,lkline@example.net,True,Software Development,User Experience (UX) Team,58859,Male
284,mcdonaldrichard,Dfb8Uni5g@,nicholas10@example.org,True,Software Development,User Experience (UX) Team,65487,Female
285,maria12,Q4$UbiMu)q,teresabuck@example.org,False,Network Administration,Technical Support Team,4295,Male
286,ataylor,_#1rZ$lOrN,susanquinn@example.com,False,Network Administration,DevOps Team,62334,Male
287,clarksara,#hAie@zj77,thomashelen@example.com,False,Network Administration,Quality Assurance (QA) Team,55754,Female
288,gdavis,F7$z)iXh$8,nfloyd@example.com,False,Data Management,Technical Support Team,65672,Male
289,wwilliams,&59YeWy4QH,jonathandavis@example.net,False,Cloud Services,Infrastructure Team,99436,Male
290,zprice,K3LKILvA)x,tstevens@example.net,False,Cloud Services,Data Analytics Team,29991,Male
291,lawsonandrew,MM^H7Vezo9,ljones@example.net,False,Data Management,User Experience (UX) Team,88411,Female
292,mckenzie03,3amB5Agy@6,karlamoreno@example.com,True,Software Development,Technical Support Team,22167,Male
293,xguerrero,l@1GoAvoB5,nicholas21@example.com,False,Software Development,DevOps Team,26861,Male
294,hayeskyle,(hr6AqC5b@,stephengarcia@example.com,False,Software Development,User Experience (UX) Team,17614,Male
295,michael58,2H+WcDcE*@,serranomary@example.com,False,Cybersecurity,User Experience (UX) Team,24911,Female
296,nwilliams,C1(tKSn#%A,kwood@example.net,False,Cloud Services,Quality Assurance (QA) Team,17395,Male
297,meltonjesus,GN6H9comw%,anna99@example.com,False,Network Administration,Quality Assurance (QA) Team,69489,Female
298,gregory69,^2YUxILtb4,mary10@example.net,False,Network Administration,User Experience (UX) Team,5797,Female
299,martinezjacob,+JHl8dhC9V,xharvey@example.com,False,Cloud Services,Technical Support Team,33075,Female
300,kennethbrown,_#16JmZc69,zwilson@example.com,False,Cloud Services,Data Analytics Team,20425,Female
